date,close,adjusted,volume
2016-08-26,51.7,35.425598,657065.0
2016-08-29,52.26,35.809318,554473.0
2016-08-30,52.39,35.898396,491644.0
2016-08-31,52.48,35.960066,1143427.0
2016-09-01,51.79,35.487267,754256.0
2016-09-02,51.84,35.521528,494031.0
2016-09-06,52.34,35.864135,447675.0
2016-09-07,52.63,36.062848,500042.0
2016-09-08,52.04,35.658571,558300.0
2016-09-09,49.41,33.856456,1251621.0
2016-09-12,50.06,34.301846,1053142.0
2016-09-13,49.14,33.901704,897080.0
2016-09-14,49.06,33.846512,581156.0
2016-09-15,49.26,33.984492,687428.0
2016-09-16,48.53,33.480865,961568.0
2016-09-19,48.81,33.674037,666037.0
2016-09-20,48.51,33.467067,646918.0
2016-09-21,49.53,34.170765,886521.0
2016-09-22,49.36,34.053482,588323.0
2016-09-23,48.65,33.563653,700349.0
2016-09-26,48.1,33.184207,1189897.0
2016-09-27,48.32,33.335986,700757.0
2016-09-28,46.58,32.135559,2481500.0
2016-09-29,45.71,31.535346,1193572.0
2016-09-30,45.58,31.445659,2911906.0
2016-10-03,45.43,31.342173,2069779.0
2016-10-04,45.17,31.162799,1109112.0
2016-10-05,45.82,31.611235,1811453.0
2016-10-06,46.07,31.78371,1053103.0
2016-10-07,45.75,31.562942,828212.0
2016-10-10,45.91,31.673326,905462.0
2016-10-11,45.59,31.452558,959765.0
2016-10-12,45.78,31.583639,659947.0
2016-10-13,45.72,31.542245,617771.0
2016-10-14,45.73,31.549144,652626.0
2016-10-17,45.65,31.493952,565647.0
2016-10-18,45.77,31.57674,593544.0
2016-10-19,46.0,31.735417,581862.0
2016-10-20,45.38,31.307678,1033992.9999999999
2016-10-21,44.93,30.997223,1411947.0
2016-10-24,45.04,31.073112,801350.0
2016-10-25,45.1,31.114506,1628232.0
2016-10-26,44.84,30.935132,1129699.0
2016-10-27,44.39,30.624677,1927210.0
2016-10-28,45.67,31.50775,2002797.0000000002
2016-10-31,45.88,31.652629,2765120.0
2016-11-01,45.55,31.424962,1209929.0
2016-11-02,45.06,31.08691,944628.0
2016-11-03,44.89,30.969627,1029507.0
2016-11-04,45.05,31.080011,959052.0
2016-11-07,45.72,31.542245,810525.0
2016-11-08,46.49,32.073468,1002475.0
2016-11-09,46.8,32.287337,1233762.0
2016-11-10,47.62,32.853055,987455.0
2016-11-11,47.88,33.032429,960671.0
2016-11-14,49.44,34.108674,1368544.0
2016-11-15,48.99,33.798219,1038087.9999999999
2016-11-16,48.79,33.660239,542330.0
2016-11-17,48.79,33.660239,815868.0
