date,close,adjusted,volume
2015-12-10,70.73,47.491658,1729429.0
2015-12-11,70.13,47.088788,1379006.0
2015-12-14,71.08,47.726665,2027222.0
2015-12-15,71.51,48.015389,2419793.0
2015-12-16,71.97,48.324256,2410355.0
2015-12-17,71.61,48.082534,2395164.0
2015-12-18,70.78,47.52523,2030541.0
2015-12-21,71.05,47.706522,1664556.0
2015-12-22,72.19,48.471975,1775220.0
2015-12-23,73.07,49.062851,1197141.0
2015-12-24,72.87,48.928561,374751.0
2015-12-28,72.87,48.928561,719473.0
2015-12-29,73.51,49.358289,954057.0
2015-12-30,73.19,49.143425,657903.0
2015-12-31,72.27,48.525691,958920.0
2016-01-04,71.61,48.082534,2039839.0000000002
2016-01-05,71.87,48.257111,2210468.0
2016-01-06,72.01,48.351114,2503981.0
2016-01-07,70.37,47.249936,1933206.0
2016-01-08,71.48,47.995245,3157399.0
2016-01-11,71.55,48.042247,1184503.0
2016-01-12,71.47,47.988531,1645503.0
2016-01-13,70.9,47.605804,1365630.0
2016-01-14,71.67,48.122821,1681041.0
2016-01-15,70.67,47.451371,2252297.0
2016-01-19,71.24,47.834097,1529878.0
2016-01-20,70.1,47.068644,2496628.0
2016-01-21,69.96,46.974641,2301503.0
2016-01-22,71.61,48.082534,1366213.0
2016-01-25,70.51,47.343939,1289336.0
2016-01-26,71.2,47.807239,2239654.0
2016-01-27,71.57,48.055676,1244776.0
2016-01-28,72.79,48.874845,1580620.0
2016-01-29,73.44,49.311287,2324941.0
2016-02-01,73.59,49.412005,2443787.0
2016-02-02,72.38,48.59955,2210988.0
2016-02-03,72.34,48.572692,1897244.0
2016-02-04,71.83,48.230253,1616174.0
2016-02-05,71.84,48.236967,2252953.0
2016-02-08,71.31,47.881099,2469578.0
2016-02-09,71.4,47.941529,2660347.0
2016-02-10,70.86,47.578946,3244865.0
2016-02-11,73.69,49.47915,5267127.0
2016-02-12,74.97,50.338606,2599412.0
2016-02-16,75.19,50.486325,3284737.0
2016-02-17,75.75,50.862337,2535521.0
2016-02-18,75.79,50.889195,2039388.0000000002
2016-02-19,75.52,50.707903,2124650.0
2016-02-22,73.82,49.566438,3852859.0
2016-02-23,74.12,49.767873,2809457.0
2016-02-24,73.91,49.626869,2257021.0
2016-02-25,74.91,50.298319,2083399.0
2016-02-26,73.45,49.649395,2872197.0
2016-02-29,74.02,50.034694,2097641.0
2016-03-01,74.17,50.136088,1841568.0
2016-03-02,75.09,50.757973,3353571.0
2016-03-03,74.84,50.588982,2162967.0
2016-03-04,75.23,50.852607,1701264.0
2016-03-07,74.93,50.649819,1456567.0
2016-03-08,74.84,50.588982,1227604.0
2016-03-09,75.2,50.832329,1299135.0
2016-03-10,75.24,50.859367,1366944.0
2016-03-11,75.53,51.055396,1206023.0
2016-03-14,74.95,50.663338,2089719.0
2016-03-15,75.09,50.757973,1208033.0
2016-03-16,75.63,51.122992,1732206.0
2016-03-17,76.44,51.670521,2155587.0
2016-03-18,76.16,51.481252,2632195.0
2016-03-21,75.49,51.028357,1480874.0
2016-03-22,74.43,50.311838,2415945.0
2016-03-23,75.04,50.724175,1841213.0
2016-03-24,75.44,50.994559,1212196.0
2016-03-28,75.67,51.150031,1088290.0
2016-03-29,76.59,51.771915,1841462.0
2016-03-30,76.83,51.934146,1698891.0
2016-03-31,76.55,51.744877,1902340.0
2016-04-01,77.86,52.630387,2277432.0
2016-04-04,78.07,52.772339,2986497.0
2016-04-05,76.81,51.920627,1991676.0
2016-04-06,77.78,52.57631,2315942.0
2016-04-07,77.11,52.123416,1232615.0
2016-04-08,77.25,52.21805,819002.0
2016-04-11,76.99,52.0423,1091836.0
2016-04-12,77.34,52.278887,912843.0
2016-04-13,76.67,51.825992,1685871.0
2016-04-14,76.46,51.68404,2205827.0
2016-04-15,77.55,52.420839,2237544.0
2016-04-18,77.67,52.501954,1399189.0
2016-04-19,77.6,52.454637,1541783.0
2016-04-20,76.71,51.853031,1373316.0
2016-04-21,74.99,50.690377,1862255.0
2016-04-22,75.28,50.886405,1210576.0
2016-04-25,75.8,51.237906,1312075.0
2016-04-26,75.32,50.913444,1767864.0
2016-04-27,76.39,51.636723,1397087.0
2016-04-28,76.48,51.69756,859542.0
2016-04-29,76.81,51.920627,1300545.0
2016-05-02,77.44,52.346483,1427305.0
2016-05-03,76.85,51.947666,1873166.0
2016-05-04,77.02,52.062579,3060165.0
2016-05-05,75.05,50.730934,3398554.0
2016-05-06,75.02,50.710655,3021151.0
2016-05-09,75.34,50.926963,2101707.0
2016-05-10,76.37,51.623204,2004344.0000000002
2016-05-11,76.18,51.494771,1941009.0
2016-05-12,77.31,52.258608,2172287.0
2016-05-13,77.19,52.177493,2378564.0
2016-05-16,77.23,52.204531,1622586.0
2016-05-17,75.42,50.98104,2099800.0
2016-05-18,75.04,50.724175,3177753.0
2016-05-19,75.24,50.859367,1877265.0
2016-05-20,74.3,50.223963,2587367.0
2016-05-23,74.41,50.298319,1739239.0
2016-05-24,74.65,50.46055,1758741.0
2016-05-25,74.75,50.528146,1479081.0
2016-05-26,75.33,50.920204,1669626.0
