date,close,adjusted,volume
2013-10-15,17.76,16.48,10953900.0
2013-10-16,17.32,16.072,6919400.0
2013-10-17,17.591,16.323,5288200.0
2013-10-18,17.59,16.322,5760500.0
2013-10-21,17.46,16.202,4303800.0
2013-10-22,17.6,16.331,5985100.0
2013-10-23,17.41,16.155,5141200.0
2013-10-24,17.31,16.062,6716500.0
2013-10-25,17.34,16.09,5554700.0
2013-10-28,17.3,16.053,8707800.0
2013-10-29,16.59,15.394,31927700.0
2013-10-30,16.611,15.414,14207000.0
2013-10-31,16.68,15.478,23490000.0
2013-11-01,16.701,15.497,6637400.0
2013-11-04,16.84,15.626,5460100.0
2013-11-05,16.53,15.339,9899400.0
2013-11-06,16.53,15.339,11871900.0
2013-11-07,16.835,15.622,18971500.0
2013-11-08,17.069,15.839,6914100.0
2013-11-11,16.99,15.765,7059200.0
2013-11-12,17.11,15.877,8305900.0
2013-11-13,17.32,16.072,6394400.0
2013-11-14,17.7,16.424,7647600.0
2013-11-15,17.72,16.443,9487100.0
2013-11-18,17.525,16.262,9818800.0
2013-11-19,16.89,15.673,9660200.0
2013-11-20,17.2,15.96,8532500.0
2013-11-21,17.349,16.099,8051700.0
2013-11-22,17.21,15.97,5515800.0
2013-11-25,17.41,16.155,7232200.0
2013-11-26,17.1,15.867,12840100.0
2013-11-27,17.09,15.858,5708600.0
2013-11-29,17.21,15.97,3720100.0
2013-12-02,17.33,16.081,9685300.0
2013-12-03,17.12,15.886,7545400.0
2013-12-04,17.25,16.007,4583500.0
2013-12-05,16.78,15.571,9271000.0
2013-12-06,17.2,15.96,5259400.0
2013-12-09,17.3,16.053,5011300.0
2013-12-10,17.32,16.072,4641400.0
2013-12-11,17.01,15.784,4044500.0
2013-12-12,16.66,15.459,5023800.0
2013-12-13,16.77,15.561,4956300.0
2013-12-16,16.74,15.533,5393500.0
2013-12-17,17.06,15.83,7362200.0
2013-12-18,17.18,15.942,7980600.0
2013-12-19,17.66,16.387,12732100.0
2013-12-20,17.87,16.582,13735400.0
2013-12-23,18.15,16.842,8192600.0
2013-12-24,18.17,16.86,2268000.0
2013-12-26,18.08,16.777,3318400.0
2013-12-27,17.82,16.536,3125900.0
2013-12-30,17.8,16.517,3299500.0
2013-12-31,17.83,16.545,2886200.0
2014-01-02,18.07,16.768,6620900.0
2014-01-03,18.29,16.972,7194700.0
2014-01-06,18.08,16.777,5989200.0
2014-01-07,18.315,16.995,5114400.0
2014-01-08,18.34,17.018,5520400.0
2014-01-09,18.3,16.981,4005100.0
2014-01-10,18.18,16.87,3943300.0
2014-01-13,17.87,16.582,4577400.0
2014-01-14,17.49,16.229,10833400.0
2014-01-15,17.39,16.137,7357000.0
2014-01-16,17.33,16.081,8097800.0
2014-01-17,16.96,15.738,15311900.0
2014-01-21,16.79,15.58,6330900.0
2014-01-22,16.74,15.533,7998700.0
2014-01-23,16.67,15.468,7209700.0
2014-01-24,16.67,15.468,7897200.0
2014-01-27,16.67,15.468,7575900.0
2014-01-28,16.69,15.487,7202500.0
2014-01-29,16.91,15.691,8286200.0
2014-01-30,17.26,16.016,5021500.0
2014-01-31,17.13,15.895,8471500.0
2014-02-03,17.06,15.83,7001900.0
2014-02-04,16.9,15.682,5463700.0
2014-02-05,16.89,15.673,5566000.0
2014-02-06,17.17,15.932,7359100.0
2014-02-07,19.64,18.224,29880800.0
2014-02-10,19.36,17.965,16779600.0
2014-02-11,19.37,17.974,8944900.0
2014-02-12,19.63,18.215,8002900.0
2014-02-13,19.77,18.345,7971400.0
2014-02-14,19.8,18.373,9006300.0
2014-02-18,19.94,18.503,6435400.0
2014-02-19,19.68,18.262,7840400.0
2014-02-20,19.63,18.215,5095200.0
2014-02-21,19.72,18.299,7827500.0
2014-02-24,19.69,18.271,6421700.0
2014-02-25,19.46,18.057,5294900.0
2014-02-26,19.44,18.039,4555400.0
2014-02-27,19.55,18.141,2767300.0
2014-02-28,19.35,17.955,4936500.0
2014-03-03,19.52,18.113,4425400.0
2014-03-04,19.71,18.289,6544000.0
2014-03-05,20.04,18.596,6588400.0
2014-03-06,20.17,18.716,4707600.0
2014-03-07,20.11,18.661,5544600.0
2014-03-10,20.29,18.828,4683700.0
2014-03-11,20.07,18.623,5310900.0
2014-03-12,20.6,19.115,7112900.0
2014-03-13,20.85,19.347,16099900.0
2014-03-14,21.0,19.486,7773000.0
2014-03-17,21.23,19.885,7427900.0
2014-03-18,21.1,19.764,5363800.0
2014-03-19,21.04,19.707,5942600.0
2014-03-20,20.92,19.595,3348800.0
2014-03-21,20.78,19.464,7984100.0
2014-03-24,20.491,19.193,4835400.0
2014-03-25,20.59,19.286,2890200.0
2014-03-26,20.59,19.286,4620100.0
2014-03-27,20.25,18.967,6860200.0
2014-03-28,20.45,19.155,6082000.0
2014-03-31,20.44,19.145,5097900.0
2014-04-01,20.69,19.38,6631400.0
2014-04-02,20.775,19.459,4703000.0
2014-04-03,20.24,18.958,9215900.0
2014-04-04,20.12,18.846,7244300.0
2014-04-07,19.429,18.198,9802100.0
2014-04-08,19.74,18.49,6040400.0
2014-04-09,19.84,18.583,4550200.0
2014-04-10,19.38,18.153,5036900.0
2014-04-11,19.04,17.834,5339800.0
2014-04-14,19.24,18.021,2806200.0
2014-04-15,19.07,17.862,4516200.0
2014-04-16,19.45,18.218,3824800.0
2014-04-17,19.69,18.443,4592700.0
2014-04-21,19.69,18.443,3723000.0
2014-04-22,19.9,18.64,3837200.0
2014-04-23,19.63,18.387,2876100.0
2014-04-24,19.57,18.331,2326500.0
2014-04-25,19.46,18.227,2934700.0
2014-04-28,19.33,18.106,6142300.0
2014-04-29,19.69,18.443,4191900.0
2014-04-30,20.01,18.743,5563400.0
2014-05-01,19.97,18.705,3004000.0
2014-05-02,19.94,18.677,5981000.0
2014-05-05,19.42,18.19,8977300.0
2014-05-06,19.31,18.087,8440300.0
2014-05-07,21.01,19.679,20043000.0
2014-05-08,20.8,19.483,8513500.0
2014-05-09,20.79,19.473,6971000.0
2014-05-12,20.67,19.361,4426800.0
2014-05-13,20.5,19.202,5359700.0
2014-05-14,20.28,18.996,3027500.0
2014-05-15,20.08,18.808,4856400.0
2014-05-16,20.35,19.061,4270000.0
2014-05-19,20.78,19.464,7054200.0
2014-05-20,20.83,19.511,5046200.0
2014-05-21,20.87,19.548,5643000.0
2014-05-22,20.53,19.23,18897500.0
2014-05-23,20.68,19.37,5982300.0
2014-05-27,20.58,19.277,6048100.0
2014-05-28,20.33,19.042,8307900.0
2014-05-29,20.75,19.436,10602400.0
2014-05-30,20.78,19.464,10297200.0
2014-06-02,20.62,19.314,3490900.0
2014-06-03,20.75,19.436,7689700.0
2014-06-04,20.73,19.417,4943000.0
2014-06-05,20.71,19.398,4871500.0
2014-06-06,20.92,19.595,6182900.0
2014-06-09,21.29,19.942,11098700.0
2014-06-10,21.45,20.091,8125200.0
2014-06-11,21.48,20.12,7430100.0
2014-06-12,21.32,19.97,10527200.0
2014-06-13,21.41,20.054,3488300.0
2014-06-16,21.43,20.073,4063600.0
2014-06-17,21.81,20.429,6833800.0
2014-06-18,21.82,20.438,5249700.0
2014-06-19,22.03,20.635,5458100.0
2014-06-20,22.01,20.616,9030300.0
2014-06-23,22.095,20.696,8967100.0
2014-06-24,21.9,20.513,5361700.0
2014-06-25,22.04,20.644,4619600.0
2014-06-26,21.8,20.419,7037400.0
2014-06-27,21.92,20.532,27029000.0
2014-06-30,22.3,20.888,6253800.0
2014-07-01,22.55,21.122,6115300.0
2014-07-02,22.47,21.047,2940900.0
2014-07-03,22.67,21.234,2590700.0
2014-07-07,22.59,21.159,5359600.0
2014-07-08,22.31,20.897,6643900.0
2014-07-09,22.52,21.094,3946100.0
2014-07-10,22.44,21.019,4512000.0
2014-07-11,22.44,21.019,2219900.0
2014-07-14,22.59,21.159,4389300.0
2014-07-15,22.75,21.309,6532800.0
2014-07-16,23.02,21.562,7605600.0
2014-07-17,22.57,21.14,5353200.0
2014-07-18,22.93,21.478,6472600.0
2014-07-21,22.79,21.347,3046200.0
2014-07-22,22.94,21.487,5397500.0
2014-07-23,23.12,21.656,6227400.0
2014-07-24,23.19,21.721,3188700.0
2014-07-25,22.985,21.529,4097000.0
2014-07-28,23.37,21.89,6683300.0
2014-07-29,22.96,21.506,6572100.0
2014-07-30,22.89,21.44,6222600.0
2014-07-31,22.38,20.963,6499100.0
2014-08-01,22.44,21.019,4587900.0
2014-08-04,22.61,21.178,7477100.0
2014-08-05,22.36,20.944,6923200.0
2014-08-06,22.95,21.496,9297800.0
2014-08-07,22.4,20.981,5661700.0
2014-08-08,22.54,21.112,5841000.0
2014-08-11,22.8,21.356,6684600.0
2014-08-12,22.81,21.365,5454900.0
2014-08-13,23.01,21.553,5339200.0
2014-08-14,23.31,21.834,5688600.0
2014-08-15,23.36,21.88,7977500.0
2014-08-18,23.27,21.796,5456200.0
2014-08-19,23.01,21.553,5582000.0
2014-08-20,23.08,21.618,4251900.0
2014-08-21,23.16,21.693,4233200.0
2014-08-22,23.13,21.665,2820900.0
2014-08-25,23.04,21.581,2679500.0
2014-08-26,23.01,21.553,4546000.0
2014-08-27,23.19,21.721,3209300.0
2014-08-28,23.35,21.871,3419400.0
2014-08-29,23.54,22.049,7153000.0
2014-09-02,23.74,22.236,6068200.0
2014-09-03,23.945,22.428,8350300.0
2014-09-04,23.79,22.283,4613600.0
2014-09-05,24.02,22.499,4126600.0
2014-09-08,23.86,22.349,8696900.0
2014-09-09,23.73,22.227,9387100.0
2014-09-10,23.81,22.302,9605700.0
2014-09-11,23.87,22.358,5008400.0
2014-09-12,23.39,21.909,8784900.0
