date,close,adjusted,volume
2016-05-06,23.81,17.201854,5618582.0
2016-05-09,24.01,17.346347,4809365.0
2016-05-10,24.62,17.787049,4799242.0
2016-05-11,24.49,17.693129,3658312.0
2016-05-12,24.4,17.642515,3069854.0
2016-05-13,23.81,17.215914,3843545.0
2016-05-16,23.77,17.186991,4983788.0
2016-05-17,23.87,17.259297,4361337.0
2016-05-18,23.17,16.753159,6748898.0
2016-05-19,23.19,16.76762,6565588.0
2016-05-20,23.17,16.753159,3297922.0
2016-05-23,23.34,16.876078,3338929.0
2016-05-24,23.3,16.847156,2817502.0
2016-05-25,23.99,17.346063,3625181.0
2016-05-26,23.69,17.129147,3295625.0
2016-05-27,23.61,17.071303,4367694.0
2016-05-31,23.97,17.331602,6510763.0
2016-06-01,24.67,17.83774,5308768.0
2016-06-02,24.74,17.888354,3600379.0
2016-06-03,24.23,17.519596,5331970.0
2016-06-06,24.51,17.722051,4479797.0
2016-06-07,25.43,18.387261,5806474.0
2016-06-08,25.03,18.098039,4667821.0
2016-06-09,25.9,18.727096,5877915.0
2016-06-10,25.05,18.1125,4325659.0
2016-06-13,25.09,18.141423,4192033.9999999995
2016-06-14,24.65,17.823279,3821318.0
2016-06-15,24.54,17.743743,4644874.0
2016-06-16,24.4,17.642515,3991578.0
2016-06-17,24.66,17.830509,6384435.0
2016-06-20,25.13,18.170345,3854818.0
2016-06-21,25.47,18.416183,2784985.0
2016-06-22,25.23,18.24265,3254676.0
2016-06-23,25.25,18.257111,2472261.0
2016-06-24,24.74,17.888354,6339596.0
2016-06-27,24.06,17.396677,4771092.0
2016-06-28,25.99,18.792171,5681938.0
2016-06-29,25.39,18.358339,5448125.0
2016-06-30,25.74,18.611408,5241368.0
2016-07-01,25.83,18.676483,5015474.0
2016-07-05,25.37,18.343878,4296391.0
2016-07-06,25.84,18.683713,3299902.0
2016-07-07,25.42,18.38003,4924068.0
2016-07-08,25.44,18.394492,4312672.0
2016-07-11,25.6,18.51018,3111394.0
2016-07-12,25.91,18.734327,4477727.0
2016-07-13,25.7,18.582486,3990168.0
2016-07-14,25.21,18.228189,2515867.0
2016-07-15,25.06,18.119731,2783230.0
2016-07-18,25.35,18.329417,2988112.0
2016-07-19,24.94,18.032965,2543077.0
2016-07-20,24.5,17.714821,4250528.0
2016-07-21,24.21,17.505135,6252359.0
2016-07-22,24.38,17.628054,6299662.0
2016-07-25,23.57,17.042381,7709367.0
2016-07-26,23.56,17.03515,5739448.0
2016-07-27,23.62,17.078533,5437001.0
2016-07-28,23.85,17.244836,7661015.0
2016-07-29,24.67,17.83774,9824796.0
2016-08-01,23.73,17.158069,7873761.0
2016-08-02,24.0,17.353294,5258562.0
2016-08-03,24.42,17.656977,6285287.0
2016-08-04,24.42,17.656977,5710899.0
2016-08-05,24.56,17.758204,3785668.0
2016-08-08,25.0,18.09108,5038717.0
2016-08-09,24.19,17.504929,5897931.0
2016-08-10,24.01,17.374673,5685383.0
2016-08-11,24.56,17.772677,5268650.0
2016-08-12,25.08,18.148971,3882031.0
2016-08-15,25.41,18.387774,3861709.0
2016-08-16,25.08,18.148971,4095574.0
2016-08-17,25.01,18.098316,3152191.0
2016-08-18,26.06,18.858142,7229927.0
2016-08-19,25.96,18.785777,5255219.0
2016-08-22,25.74,18.626576,3785764.0
2016-08-23,26.01,18.82196,2881161.0
2016-08-24,25.61,18.532502,3303452.0
2016-08-25,25.4,18.380537,4476696.0
2016-08-26,25.23,18.257518,5259747.0
2016-08-29,25.16,18.206863,5414217.0
2016-08-30,24.84,17.975297,7326495.0
2016-08-31,24.63,17.823332,7187519.0
2016-09-01,24.46,17.700313,5155734.0
2016-09-02,24.41,17.66413,4385477.0
2016-09-06,24.77,17.924642,5508997.0
2016-09-07,25.25,18.271991,6854234.0
2016-09-08,26.5,19.176545,8842924.0
2016-09-09,26.06,18.858142,5718279.0
2016-09-12,26.3,19.031816,4075897.0000000005
2016-09-13,25.21,18.243045,6149140.0
2016-09-14,25.09,18.156208,5446420.0
2016-09-15,25.04,18.120026,5444628.0
2016-09-16,24.3,17.58453,7010201.0
2016-09-19,24.35,17.620712,3497116.0
2016-09-20,24.52,17.743731,5479776.0
2016-09-21,25.24,18.264754,6099417.0
2016-09-22,25.57,18.503557,5491185.0
2016-09-23,25.51,18.460138,5362719.0
2016-09-26,25.12,18.177917,3862616.0
2016-09-27,24.34,17.613475,6158840.0
2016-09-28,25.49,18.445665,8310127.0
2016-09-29,25.47,18.431192,8725566.0
2016-09-30,25.8,18.669995,4747168.0
2016-10-03,25.71,18.604867,3604587.0
2016-10-04,25.21,18.243045,5671384.0
2016-10-05,25.69,18.590394,5973761.0
2016-10-06,25.52,18.467374,4173026.0
2016-10-07,24.77,17.924642,12567540.0
2016-10-10,24.16,17.48322,11863050.0
2016-10-11,23.64,17.106925,6605198.0
2016-10-12,23.86,17.266127,4251142.0
2016-10-13,22.75,16.462883,26264890.0
2016-10-14,22.55,16.318154,11193080.0
2016-10-17,21.93,15.869495,8678385.0
2016-10-18,22.11,15.999751,7972239.0
2016-10-19,21.58,15.61622,8212301.0
2016-10-20,22.06,15.963569,10226750.0
2016-10-21,21.37,15.464255,7864994.0
2016-10-24,21.11,15.276108,4883362.0
2016-10-25,20.63,14.928759,5082273.0
2016-10-26,20.93,15.145852,9518240.0
2016-10-27,21.65,15.666875,12384590.0
2016-10-28,20.52,14.849158,13362060.0
2016-10-31,20.88,15.10967,7782591.0
2016-11-01,20.54,14.863631,9265431.0
2016-11-02,20.26,14.661011,6181210.0
2016-11-03,20.14,14.574174,3923987.0
2016-11-04,20.05,14.509046,4999042.0
2016-11-07,20.57,14.885341,4637419.0
2016-11-08,20.41,14.783932,5078247.0
2016-11-09,21.96,15.906671,13738570.0
2016-11-10,21.5,15.573471,7283435.0
2016-11-11,21.33,15.450332,5827200.0
2016-11-14,21.89,15.855966,6354401.0
2016-11-15,22.28,16.138462,5017741.0
2016-11-16,21.68,15.703853,5471702.0
2016-11-17,21.63,15.667636,5837497.0
2016-11-18,21.95,15.899427,4531825.0
2016-11-21,23.1,16.732427,5198206.0
2016-11-22,22.65,16.40647,4449746.0
2016-11-23,23.3,16.877296,5653300.0
